serie;episode;episode_description;season
Los archivos del FBI;Crackdown;En la década de los ochenta, el Departamento de Policía de la Ciudad de Nueva York, estaba perdiendo la batalla contra las drogas.;7
Los archivos del FBI;Hermanos traicionados;En Puerto Rico, la muerte de un testigo del gobierno y las circunstancias sospechosas que lo rodeaban, guiaron al FBI y las autoridades locales a sospechar de corrupción en los altos cargos de las fuerzas policiales.;7
Los archivos del FBI;Identidad robada;En 1999, la policía investigó dos asesinatos crueles en dos pequeñas ciudades a cientos de kilómetros de distancia entre ellas.;7
Los archivos del FBI;Robin The Hood;En el suroreste, un ladrón serial de bancos afirmaba que su botín era para los pobres, pero este ladrón no era ningún héroe popular, pues tenía un arma y estaba dispuesto a disparar.;7
Los archivos del FBI;Descanso del Día de la Independencia;En 1987, siete reos escaparon de una prisión de máxima seguridad en Nuevo México. Los fugados, todos criminales violentos, eran una amenaza para cualquiera que se cruzara en su camino.;7
Los archivos del FBI;Malas compañías;En Boston, agentes del FBI y la policía local rastrearon a una banda de ladrones que se especializaban en el desmantelamiento de vehículos blindados.;7
Los archivos del FBI;Asesinatos en la liga Ivy;En el invierno del 2001, dos profesores apreciados y respetados de la universidad fueron hallados muertos en su casa. Nada en el caso tenía sentido. Ningún objeto se había extraviado y la pareja no tenía enemigos.;7
Los archivos del FBI;Francotirador en casa;En Georgia, una serie de disparos extraños aterrorizaron la ciudad de East Point. Dos personas habían sido asesinadas y otras dos fueron heridas de gravedad. Al principio, las víctimas parecían haber sido escogidas, luego, parecían al azar.;7
Los archivos del FBI;El ultimo golpe;A principios de los años noventa, una banda con su base en las Islas Vírgenes de los Estados Unidos comenzó a contrabandear miles de kilos de cocaína hacia el territorio continental.;7
Daria;Cuidado con el autoestima;Daria Morgendorffer llega al suburbio de Lawndale junto a sus padres Helen, Jake y su hermana menor Quinn. En el primer día de clase en la preparatoria de Lawndale, ambas hermanas deberán tomar un examen psicológico.;1
Daria;La invitación;Daria ayuda en su clase de dibujo a Brittany mostrandole como hacer una perspectiva, por lo que ella termina invitándo a Daria a la fiesta en su casa. Quinn que también está invitada hará todo lo posible por no encontrársela en la fiesta.;1
Daria;La universidad;Helen y Jake deciden que Daria y Quinn no están lo suficientemente preparadas para la universidad y las inscriben a un curso preparatorio. Esto requiere un viaje a la universidad donde Helen y Jake estudiaron.;1
Daria;El café del desplante;Helen obliga a Daria a tomar alguna actividad extracurricular ya que le serviría para el futuro académico. Luego del robo en el cyber café de la preparatoria Lawndale, el colegio se propone a juntar dinero para abrir un café tradicional.;1
Daria;La macroplaza;La clase de economía de Daria realiza un paseo al nuevo centro comercial. Una vez allí, la maestra de economía divide a todos los alumnos por el centro comercial. Daria y Jane les toca el área de restaurantes.;1
Daria;La modelo del año;La preparatoria de Lawndale tiene algunos visitantes que dicen ser buscadores de modelos tratando de encontrar a la nueva Christy Turlington. Quinn y Brittany tienen grandes esperanzas de ser elegidas.;1
Daria;Ratones de laboratorio;Daria y Kevin son forzados a trabajar como compañeros de laboratorio de la clase de ciencias. Su tarea consiste en enseñar trucos a un ratón. Daria hace todo el trabajo, mientras Kevin mira fútbol americano y coquetea con Quinn.;1
Daria;Cuidado con la niñera;Daria substituye a Quinn haciendo su trabajo de niñera, ya que Quinn organiza una cita el mismo día. Daria, no está interesada en ser una figura de autoridad pero termina al cuidado de dos niños muy tranquilos a cambio del dinero.;1
Daria;Demasiado linda;Sandi, Stacy y Tiffany se hacen cirugías estéticas en la nariz, al igual que otra alumna que desea entrar al club de modas, y Quinn está indecisa sobre si debería hacerse una también para no dejar de ser la más linda.;1
Daria;La justicia es ciega;Daria y Quinn llegan tarde a casa, y sus padres organizan un complicado sistema de castigos, por el cual las dejan un mes encerradas en casa.;1
Daria;Peritecias del camino;Todos los jóvenes de la ciudad Lawndale se van en grupos a ver el festival Alternapalooza. Por diversos motivos Daria, Jane y Trent, el hermano de Jane, no llegan a destino porque su camioneta no funciona muy bien.;1
Daria;Las enseñanzas de Don Jake;El excesivo estrés en la vida de Jake lo termina afectando en niveles críticos. Por lo que la familia Morgendorffers se toma unos días de vacaciones en el bosque que finalmente no resultarán de mucha ayuda.;1
Daria;La chica miseria;La preparatoria de Lawndale se prepara para recibir con entusiasmo a un jugador estrella de futbol americano, Tommy Sherman, quien aparecerá en la escuela por un acto en su honor. No le cae bien a nadie, en especial a Daria y Jane.;1
Daria;Arte y descarte;Sin mucho entusiasmo, Daria se ve mezclada en un concurso de afiches, en el cual Jane y ella crean una obra de arte que representa la vida del estudiante pero lleva un mensaje muy negativo. Al verlo la directora las obliga a cambiarlo.;2
Daria;El cazador de Daria;Los estudiantes de la preparatoria de Lawndale hacen un viaje de excursión a un campamento militar para aprender sobre historia, psicología y dispararle a la gente.;2
Daria;Quinn, la cerebrito;Quinn necesita conseguir una nota muy alta para su próximo ensayo y así no repetir de año. Lo consigue, pero entonces le da una inmediata reputación de intelectual.;2
Daria;Una boda ejemplar;Daria y Quinn asisten como damas de honor al casamiento de su prima Erin. Helen se reencuentra en el casamiento con sus dos hermanas Rita y Amy, las cuales no parecen guardar buenos recuerdos.;2
Daria;Eso fue entonces, ahora es peor;Helen y Jake reciben una visita de unos amigos que aún viven siguiendo aquellos ideales que tenían los hippies en su época de jóvenes. Intentan demostrar que no los dejaron de lado, pero son sus amigos los que reniegan de los ideales.;2
Daria;He creado un monstruo;El profesor de literatura de Lawndale le propone a los alumnos realizar un vídeo casero como nuevo trabajo escolar, Daria y Jane deciden filman un día en la vida de Quinn.;2
Daria;El nuevo chico;Daria es obligada a colaborar en el anuario escolar. A pedido de Ted, ayudante de Daria con el anuario, el profesor De Martino autoriza que se le dé más espacio en el anuario al labor social y menos a los deportes.;2
Daria;Los superdotados;Daria y Jodie son invitadas a visitar el campus de Grove Hills, una escuela para gente brillante y talentosa. Ambas chicas van a la visita junto a sus padres, dejando a Quinn sola por todo el fin de semana.;2
Daria;La peste;Daria encuentra a Brittany en un recital de la banda de Trent, luego de que le salieran erupciones en la piel y se entera de que estaba engañando a Kevin. Acuerdan mantenerse ambos secretos.;2
Daria;La feria y el fastidio;La preparatoria de Lawndale se encuentra organizando una feria escolar ambientada en los tiempos medievales con el fin de juntar dinero para reparar el techo de la biblioteca.;2
Daria;Corre, Jane, corre;Jane se anota en un equipo de atletismo de la escuela y ante sus buenos resultados puede experimentar lo que es ser popular. Daria comienza a estar más tiempo sola y habla en voz alta, lo que le llama la atención a Helen.;2
Daria;La piel perforada;Daria accede a ayudar a Trent para elegir un regalo de cumpleaños para Jane, ambos terminan en una tienda para hacer perforaciones en la piel, donde tienen un especial de dos por uno. Trent convence finalmente a Daria.;2
Daria;La letra con sangre entra;Al haber leído todos los libros propuestos como tarea, el profesor de literatura le da a Daria una tarea especial donde debe escribir una historia ella misma, convirtiendo a las personas que conoce en su vida real en personajes ficticios.;2
Daria;Todo depende del cristal con que se mira;Mientras Daria toma su clase de manejo junto a Helen, se da cuenta que su visión periférica a veces falla, lo que lleva a su madre aconsejarla a usar lentes de contacto.;3
Daria;La bella y los viejos;Durante la semana de voluntariado en la escuela de Lawndale, Daria, Kevin y Brittany van a leerles libros a los ancianos en un geriátrico y Jane da clases de artesanías en un hospital;3
Daria;Los prófugos días de fiesta;Daria tiene una extraña aventura con los espíritus de los días de Navidad, la Bastilla y Día de Muertos, que formaron una banda con Trent. Cupido y el duende Irlandés le piden ayuda a Daria para regresar a las otras festividades.;3
Daria;Daria de rumba;Se aproxima el baile de la preparatoria Lawndale y Jane ayuda a Quinn a organizar el baile escolar cuando el Club de Modas la abandona. Jane aprovecha los fondos para pintar un gigantesco mural en el gimnasio de la escuela.;3
Daria;Las chicas perdidas;Un ensayo de Daria es enviado sin su permiso a la editora de una revista adolescente, y al ser ganador la propia editora se presenta en la casa de Daria y la sigue a todos lados.;3
Daria;Mucho ruido y pocas nueces;Un test vocacional dice que las profesiones ideales de Daria y Quinn son de sepulturera y modelo. Daria es obligada a trabajar con Kevin vendiendo nueces, para mejorar su desenvolvimiento social.;3
Daria;La zarzuela del ciclón;La amenaza de un huracán en Lawndale causa en la gente el raro efecto de empezar a cantar y a bailar.;3
Daria;Las desdichas de los Lane;La gran casa de los Lane comienza a llenarse de diversos familiares. Por eso Jane le pide a Daria pasar unos días en su casa, luego Trent hace lo mismo y finalmente Amanda Lane.;3
Daria;Corazón de padre;Jake sufre un infarto y lentamente se recupera en casa, Helen tiene que lidiar con su suegra. Quinn quiere ser cardióloga para ayudar a Jake en caso de futuros ataques.;3
Daria;La ley es la ley;Daria consigue registro de conducir, y en su primer uso del mismo tiene que ir con Quuin a pagar una fianza para sacar a Jane, Trent y el resto de la banda de la cárcel por una violación de tráfico.;3
Daria;Los expedientes Lawndale;Una enorme red de confusiones, extraños eventos y malentendidos crea múltiples sospechas para Daria sobre invasiones marcianas y espionajes comunistas que han logrado apoderarse del vecindario de Lawndale.;3
Daria;Sólo añádale agua;La preparatoria de Lawndale organiza un crucero con un casino para recolectar dinero, todos deben asistir como voluntarios. Daria y Jane intentan dormir en el crucero mientras todos las interrumpen.;3
Daria;Jane y su adición;Jane conoce a Tom Sloane en el recital de la banda de Trent, ambos se van del recital a comer, dejando a Daria junto a Trent. Mientras tanto Daria le ofrece a Trent hacer un proyecto juntos.;3
Daria;Agravios de parejas;Para un trabajo de la clase de economía hacen equipos de a dos donde deberán simular una situación financiera como adultos. Daria trabaja con Jodie, Jane con Brittany, y Kevin con Mack.;4
Daria;Abajo los arribistas;La preparatoria de Lawndale les ofrece a los alumnos inscribirse a una expedición nocturna a la montaña. Durante una caminata por la montaña, toda la clase de Daria y algunos profesores quedan atrapados en una inesperada tormenta de nieve.;4
Daria;Crece un árbol en Lawndale;Kevin se rompe una pierna al presumir con su nueva moto. Así rompiendo también el árbol en honor a Tommy Sherman. La escuela de Lawndale comienza a perder todos los partidos de fútbol americano.;4
Daria;Entre ronquidos, un crimen;Kevin y todo el equipo de fútbol americano obtiene excelentes notas en el examen. DeMartino desaprueba a toda la clase hasta que el culpable confiese. Kevin aparece muerto en el casillero de Daria.;4
